provision_id,topic,curriculum_version,source_kind,rule_type,rule_text,workload,eligibility,process,approval_evaluation,evidence_status,uncertainty,source_path,source_sha256,source_url,locator,normalization_notes
W021-2023-PPC-INTERNSHIP-ANNEX-03,Internship,2023,PPC / Annex III,objective,"Art. 3º O objetivo das duas modalidades de estágio previstas no Art. 1º é de viabilizar ao aluno o aprimoramento técnico-científico na formação de Informata Biomédico, mediante a análise e a solução de problemas concretos em condições reais de trabalho, por intermédio de situações relacionadas a natureza e especificidade do curso e da aplicação dos conhecimentos teóricos e práticos adquiridos nas diversas disciplinas previstas no Projeto Pedagógico do Curso. Capítulo III - DOS CAMPOS DE ESTÁGIO",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 3º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-04,Internship,2023,PPC / Annex III,fields,"Art. 4º Constituem campos de estágio as entidades de direito público e privado, instituições de ensino, profissionais liberais, a comunidade em geral e as unidades internas da UFPR que apresentem as condições estabelecidas nos Artigos 4º e 5º da Resolução Nº 46/10-CEPE, denominados a seguir como Concedentes de Estágio.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 4º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-05,Internship,2023,PPC / Annex III,fields,"Art. 5º As Concedentes de Estágio, bem como os agentes de integração conveniados com a UFPR ao ofertar vagas de estágio, devem respeitar as normas institucionais e as previstas no presente Regulamento. Capítulo IV - DA COMISSÃO ORIENTADORA DE ESTÁGIO - COE",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 5º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-06,Internship,2023,PPC / Annex III,commission/approval/process,"Art. 6º A COE do Curso de Bacharelado em Informática Biomédica será composta pelo Coordenador do Curso e/ou o Vice Coordenador e dois ou mais professores indicados pelo Departamento de Informática, com a seguinte competência: I - Controlar e avaliar os estágios não obrigatórios realizados, mantendo o fluxo de informações relativas ao acompanhamento e desenvolvimento dos estágios em processo, bem como assegurar a socialização de informações junto à Coordenação do Curso; II - Analisar a documentação e a solicitação do estágio frente à natureza do Curso de Bacharelado em Informática Biomédica e às normas emanadas do presente Regulamento; III - Compatibilizar as ações previstas no plano de atividades do estágio, quando necessário; IV - Convocar reuniões com os professores orientadores e alunos estagiários sempre que se fizer necessário, visando a qualidade do acompanhamento e soluções de problemas ou conflitos. Capítulo V - DA ORIENTAÇÃO E SUPERVISÃO",not stated,not stated,COE controls/evaluates nonmandatory internships and analyzes documentation/requests.,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 6º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-07,Internship,2023,PPC / Annex III,supervision,"Art. 7º Em conformidade com a Resolução nº 46/10-CEPE, todos os estágios devem ser orientados por um professor vinculado ao Curso de Bacharelado em Informática Biomédica, e por profissional da área ou de área afim da Concedente do Estágio, seja na modalidade de obrigatório ou não obrigatório.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 7º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-08,Internship,2023,PPC / Annex III,orientation,"Art. 8º A orientação de estágio deve ser entendida como assessoria dada ao aluno no decorrer de sua prática profissional por docente da UFPR, de forma a proporcionar o pleno desempenho de ações, princípios e valores inerentes à realidade da profissão.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 8º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-09,Internship,2023,PPC / Annex III,orientation process,"Art. 9º A orientação do estágio em conformidade com a normatização interna será na modalidade indireta, ou seja, por meio de relatórios, reuniões, visitas ocasionais à Concedente do Estágio onde se realizarão contatos e reuniões com o profissional supervisor.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 20-20, Anexo III, Art. 9º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-10,Internship,2023,PPC / Annex III,supervision,"Art. 10º A supervisão do estágio será de responsabilidade do profissional da área, na Concedente do Estágio que deverá acompanhar o estagiário no desenvolvimento do seu plano de atividades.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-21, Anexo III, Art. 10º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-11,Internship,2023,PPC / Annex III,orientator duties,"Art. 11º São atribuições do Professor Orientador: a) Verificar e assinar o plano de atividades de estágio elaborado pelo aluno e supervisor da Concedente; b) Realizar o acompanhamento do estágio mediante encontros com o aluno, visando a verificação das atividades desempenhadas por seu orientado e assessoria nos casos de dúvida; c) Estabelecer um canal de comunicação sistemática, via correio eletrônico ou outra forma acordada com o estagiário e seu supervisor da Concedente; d) Solicitar o relatório de atividades no máximo a cada seis (6) meses elaborado pelo aluno e aprovado pelo supervisor da Concedente.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-21, Anexo III, Art. 11º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-12,Internship,2023,PPC / Annex III,supervisor duties,"Art. 12º São atribuições do Supervisor da Concedente: a) Elaborar e assinar o plano de atividades em conjunto com o estagiário; b) Acompanhar o desenvolvimento das atividades previstas; c) Verificar a frequência e assiduidade do estagiário; d) Proceder à avaliação do desempenho do estagiário, conforme modelo padronizado pela UFPR.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-21, Anexo III, Art. 12º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-13,Internship,2023,PPC / Annex III,student duties,Art. 13º São atribuições do Aluno Estagiário: a) Localizar e contatar empresas e outras instituições que ofereçam vagas de estágio; b) Elaborar e assinar o plano de atividades em conjunto com o supervisor da Concedente; c) Coletar as assinaturas devidas no termo de compromisso de estágio; d) Frequentar os encontros periódicos estabelecidos pelo Professor Orientador para acompanhamento das atividades; e) Respeitar as normas internas da Concedente do Estágio e desempenhar suas atividades dentro da ética profissional; f) Respeitar as normas de estágio do Curso de Bacharelado em Informática Biomédica; g) Elaborar relatório de estágio no máximo a cada seis meses ou quando solicitado pelo professor orientador ou supervisor da Concedente. Capítulo VI - DO ESTÁGIO OBRIGATÓRIO,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-21, Anexo III, Art. 13º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-14,Internship,2023,PPC / Annex III,mandatory workload,"Art. 14º O aluno do Curso de Bacharelado em Informática Biomédica deverá realizar estágio obrigatório com carga horária de duzentas e vinte horas (220 horas), mediante matrícula na disciplina de Estágio Supervisionado em Informática Biomédica (CI1101) , para fins de integralização curricular.",220 horas,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-21, Anexo III, Art. 14º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-15,Internship,2023,PPC / Annex III,eligibility/schedule,Art. 15º A disciplina de Estágio Supervisionado em Informática Biomédica (CI1101) deverá ser realizada após a conclusão das disciplinas básicas da grade curricular conforme consta no Projeto Pedagógico do Curso. § Único - A disciplina de Estágio Supervisionado será realizada no período matutino.,not stated,Após conclusão das disciplinas básicas da grade curricular.,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-21, Anexo III, Art. 15º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-16,Internship,2023,PPC / Annex III,documentation,"Art. 16º Para a realização do estágio obrigatório deverá ser providenciada a documentação exigida pela legislação vigente, ou seja, termo de compromisso e plano de atividades, devidamente assinados pelas partes envolvidas.",not stated,not stated,Provide term of commitment and activity plan signed by involved parties.,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 21-22, Anexo III, Art. 16º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-17,Internship,2023,PPC / Annex III,supervision,Art. 17º O acompanhamento dos estágios obrigatórios é de responsabilidade do professor orientador responsável pela turma da disciplina de Estágio Supervisionado na qual o aluno esteja matriculado.,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-23, Anexo III, Art. 17º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-18,Internship,2023,PPC / Annex III,documentation/evaluation,"Art. 18º No decorrer do estágio o aluno deverá apresentar relatórios parciais para fins de acompanhamento, conforme solicitação do professor orientador, e ao término do estágio o relatório final devidamente aprovado pelo seu supervisor da Concedente do Estágio.",not stated,not stated,not stated,Partial reports as requested; final report approved by the Concedente supervisor.,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-22, Anexo III, Art. 18º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-19,Internship,2023,PPC / Annex III,attendance validation,"Art. 19º Para fins de validação de frequência na disciplina, o aluno deverá comprovar a realização de no mínimo 75% da carga horária prevista no projeto pedagógico do curso. Capítulo VII - DO ESTÁGIO NÃO OBRIGATÓRIO",not stated,not stated,not stated,Minimum 75% of workload in PPC.,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-22, Anexo III, Art. 19º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-20,Internship,2023,PPC / Annex III,nonmandatory recognition,"Art. 20º A modalidade de estágio não obrigatório realizada por alunos do Curso de Informática Biomédica poderá ser reconhecida como atividade formativa complementar, conforme previsto no Projeto Pedagógico do Curso.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-22, Anexo III, Art. 20º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-21,Internship,2023,PPC / Annex III,nonmandatory eligibility/authorization,"Art. 21º Para solicitar autorização, renovação ou prorrogação de estágio não obrigatório pela Comissão de Orientação de Estágio e pela Coordenação do Curso de Bacharelado em Informática Biomédica o aluno deverá atender aos seguintes requisitos: I - Estar matriculado com a carga mínima exigida no semestre; II - Ter sido aprovado em todas as disciplinas dos três primeiros semestres acadêmicos da periodização recomendada do curso; III - Não ter nenhuma reprovação ou ter ao menos três aprovações no período acadêmico anterior à solicitação.",not stated,Matriculado com a carga mínima do semestre; aprovado nos três primeiros semestres; no máximo uma reprovação or at least three approvals in previous period.,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-22, Anexo III, Art. 21º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-22,Internship,2023,PPC / Annex III,nonmandatory eligibility,Art. 22º Não serão autorizados estágios para alunos que tenham integralizado o currículo.,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-22, Anexo III, Art. 22º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-23,Internship,2023,PPC / Annex III,nonmandatory formalization/process,"Art. 23º Para a formalização do estágio não obrigatório a Concedente deverá ter ciência e aceitar as normas institucionais da UFPR para este fim, bem como proceder a lavratura do respectivo Termo de Compromisso de Estágio. Parágrafo Único - Os procedimentos e documentação para a formalização do estágio não obrigatório para os alunos do Curso de Bacharelado em Informática Biomédica deverão seguir a ordem abaixo referida: a) Apresentação do Termo de Compromisso de Estágio e do Plano de Atividades de Estágio devidamente preenchidos e assinados pelos responsáveis na Concedente do Estágio, histórico escolar atualizado e indicação e assinatura do professor orientador no Plano de Atividades de Estágio. b) Entrega da documentação na Secretaria da Coordenação do Curso de Bacharelado em Informática Biomédica para análise da COE e posterior aprovação da Coordenação do Curso. c) Após aprovação, a documentação deverá ser encaminhada à Coordenação de Atividades Formativas e Estágios (COAFE) da PROGRAD para homologação e cadastramento.",not stated,not stated,"Submit signed term/activity plan, updated transcript, and orientator indication; Secretariat/COE analysis and Coordination approval; COAFE/PROGRAD homologation and registration.",not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-22, Anexo III, Art. 23º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-24,Internship,2023,PPC / Annex III,nonmandatory duration,"Art. 24º A duração do estágio não obrigatório deverá ser de no mínimo um semestre letivo e no máximo dois anos, conforme legislação em vigor.",minimum one academic semester; maximum two years,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 22-23, Anexo III, Art. 24º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-25,Internship,2023,PPC / Annex III,nonmandatory supervision,Art. 25º O acompanhamento do estágio não obrigatório pelo professor da UFPR deverá seguir o contido no Capítulo V do presente Regulamento.,not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 23-23, Anexo III, Art. 25º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-26,Internship,2023,PPC / Annex III,nonmandatory documentation/evaluation,"Art. 26º Após o término do estágio não obrigatório, o aluno poderá solicitar o respectivo certificado à Coordenação de Atividades Formativas e Estágios da PROGRAD, mediante apresentação de relatório e da ficha de avaliação aprovada pela COE do Curso. Capítulo VIII - DAS VALIDAÇÕES",not stated,not stated,not stated,Certificate after report and evaluation form approved by COE.,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 23-23, Anexo III, Art. 26º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-27,Internship,2023,PPC / Annex III,validation,"Art. 27º Atividades de Iniciação Científica (IC) podem ser validadas como estágio obrigatório se atendidas as seguintes condições: a) A atividade de IC deve ter sido aprovada em um edital de iniciação científica da PRPPG/UFPR ou de outra agência oficial de fomento, no Programa de Voluntariado Acadêmico (PVA) da UFPR, ou comprovada por declaração emitida pelo respectivo orientador; b) A atividade de IC deve ter um número total de horas igual ou maior que a exigida para o estágio obrigatório; c) O estágio obrigatório deve ser realizado durante a vigência da atividade de IC, não sendo permitida a validação retroativa; d) O aluno deve fornecer um relatório das atividades desenvolvidas durante a IC, assinado por seu orientador; e) A atividade de IC validada como estágio obrigatório não pode ser validada como atividade formativa e vice-versa.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 23-23, Anexo III, Art. 27º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-28,Internship,2023,PPC / Annex III,validation/substitution,"Art. 28º Estudantes que sejam funcionários ou sócios/proprietários de empresas podem substituir as horas correspondentes ao estágio obrigatório por horas trabalhadas na empresa, se atendidas as seguintes condições: a) As atividades desenvolvidas no período devem estar relacionadas à área de formação do curso; b) A solicitação deve ser feita antes do início das atividades a serem validadas; c) O estudante deverá estar matriculado concomitantemente na disciplina de estágio obrigatório, tendo um professor orientador. § 1º - A solicitação de validação deve ser feita através de Declaração de Estudante-Funcionário, em formulário disponibilizado pela Coordenação de Atividades Formativas e Estágio COAFE/PROGRAD/UFPR; § 2º - Na metade e no final do período de realização das atividades, o estudante deverá fornecer ao professor orientador um relatório parcial e um relatório final das atividades desenvolvidas, para subsidiar o lançamento da nota. Capítulo IX - DAS DISPOSIÇÕES GERAIS",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 23-23, Anexo III, Art. 28º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-29,Internship,2023,PPC / Annex III,general documentation,"Art. 29º Os estágios realizados pelos alunos do Curso de Informática Biomédica, seja obrigatório ou não obrigatório, deverão seguir os procedimentos estabelecidos na normatização interna da UFPR e estar devidamente cadastrados na Coordenação de Atividades Formativas e Estágio da PROGRAD. § 1 - Caso seja utilizada a documentação padrão da UFPR, deverá seguir o modelo disponível no site de estágios da UFPR; § 2 - Poderão ser utilizados os serviços de agentes de integração para a regulamentação dos estágios, desde que devidamente conveniados com a UFPR; § 3 - Os convênios firmados para regulamentação de estágios, quando necessários, somente poderão ser assinados pela PROGRAD.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 23-24, Anexo III, Art. 29º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-30,Internship,2023,PPC / Annex III,interruption,"Art. 30º Caso seja constatado prejuízo ao desempenho acadêmico do aluno, a COE ou a Coordenação do Curso poderá solicitar à unidade cedente a interrupção do estágio a qualquer momento.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-24, Anexo III, Art. 30º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2023-PPC-INTERNSHIP-ANNEX-31,Internship,2023,PPC / Annex III,omissions,"Art. 31º Os casos omissos neste regulamento serão julgados no Colegiado do Curso de Informática Biomédica. Parágrafo único - O colegiado do curso pode delegar a análise dos casos omissos à Coordenação e à Comissão de Orientação de Estágio, conjuntamente.",not stated,not stated,not stated,not stated,proven,none,curriculos/2023/fontes/ppc-2023.pdf,548f86328dd3a6940fda5535374882170d083eedb729bba601638bb7f26e4de6,https://ibm.inf.ufpr.br/media/PPC-2-1.pdf,"PDF pp. 24-24, Anexo III, Art. 31º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2011-RES-FORMATIVE-01,Formative,2011,formal act,workload,"D. ATIVIDADES FORMATIVAS COMPLEMENTARES. 480 horas para as atividades formativas: O aluno deverá integralizar 480 horas de Atividades Formativas, conforme normatização do Colegiado do Curso de Bacharelado em Informática Biomédica.",480 horas,Aluno do Curso de Bacharelado em Informática Biomédica.,Conforme normatização do Colegiado do Curso de Bacharelado em Informática Biomédica.,not stated,proven,none,curriculos/2011/fontes/resolucao-34-2010-cepe.pdf,bd1a73901393c98eb205a0adbaf8a36c1f6fcaa1b0130f4aed066fdc3c343a26,https://www.inf.ufpr.br/infobiomedica/Arquivos/CEPE_Resolucao_34_2010.pdf,"PDF p. 2, seção D “ATIVIDADES FORMATIVAS COMPLEMENTARES”","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2011-RES-FORMATIVE-02,Formative,2011,formal act,workload/validation,"Art. 4o - O aluno deverá cumprir 480 (quatrocentos e oitenta) horas de atividades formativas complementares. O Colegiado do Curso de Informática Biomédica procederá análise e validação das mesmas, mediante documentação comprobatória apresentada pelo discente.",480 horas,Aluno do Curso de Informática Biomédica.,Apresentação de documentação comprobatória pelo discente ao Colegiado para análise e validação.,Análise e validação pelo Colegiado do Curso de Informática Biomédica.,proven,none,curriculos/2011/fontes/resolucao-34-2010-cepe.pdf,bd1a73901393c98eb205a0adbaf8a36c1f6fcaa1b0130f4aed066fdc3c343a26,https://www.inf.ufpr.br/infobiomedica/Arquivos/CEPE_Resolucao_34_2010.pdf,"PDF p. 4, Art. 4º","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
W021-2011-PPC-FORMATIVE-01,Formative,2011,PPC,categories/workload,"12.4 Atividades formativas complementares. Para fins de integralização curricular o aluno deverá totalizar 480 horas obtidas em pelo menos 3 (três) dentre as seguintes atividades: • participação em iniciação científica — 180 horas por semestre até um máximo de 360 horas; • participação em órgãos de representação estudantil — 60 horas por semestre, até um máximo de 120 horas; • participação em empresa júnior — 120 horas por semestre, até um máximo de 240 horas; • estágios — 180 horas por semestre, segundo as normas da COE, até um máximo de 360 horas; • representação estudantil em órgãos colegiados — 15 horas por semestre, até um máximo de 60 horas; • organização de congressos e eventos — 30 horas por evento até um máximo de 60 horas; • disciplinas eletivas (que não sejam da área de competência do Departamento de Informática) — a mesma carga horária da disciplina, até um máximo de 360 horas; • disciplinas isoladas (cursadas em outra instituição de ensino superior, e que não sejam da área de competência do Departamento de Informática) — a mesma carga horária da disciplina, até um máximo de 180 horas; • participação em atividades de extensão universitária oficial — de acordo com o plano de trabalho do projeto reconhecido pela UFPR até o limite de 360 horas, mediante comprovante do coordenador do projeto; • intercâmbios em outras IFES ou no exterior — mesma carga horária do plano de trabalho, limitando-se a convênios oficiais e a um máximo de 360 horas; • atividades de monitoria — 180 horas por semestre, até um máximo de 360 horas; • atividades de tutoria em educação à distância — mesma carga horária do plano de trabalho, até um máximo de 120 horas; • participação em evento: seminário, jornada, encontro, fórum, congresso, feira, palestra técnica, com certificado — a mesma carga horária do certificado, até um máximo de 120 horas; • bolsistas institucionais — mesma carga horária prevista no plano de trabalho, até um máximo de 360 horas; • outros casos — a comissão de orientação de atividades formativas (COAF) avaliará casos omissos para aceitação ou não do cômputo das horas para integralização das atividades formativas. Cabe recurso ao colegiado. • Nenhuma atividade poderá ser aproveitada duas vezes em itens diferentes. • Os itens aproveitados nas atividades formativas não poderão ser considerados para totalização da carga horária obrigatória ou da carga horária optativa do Curso.",480 horas; mínimo de 3 atividades; category-specific values and limits are stated in the rule text.,O aluno deve obter 480 horas em pelo menos 3 atividades listadas; conditions are stated in the rule text.,COAF evaluates omitted cases; appeal lies to the Colegiado; documentary proof is stated for official extension and certified events.,No activity may be used twice; formative items cannot also count toward mandatory or elective course workload.,proven,none,curriculos/2011/fontes/ppc-2011.pdf,ab0bf7e45575baa9ad8cad429d5f5e2467093a5dd8c2852c7d54cdd0ec1f891d,https://ibm.inf.ufpr.br/media/ppc-bib-1-1.pdf,"PDF pp. 26-27, seção 12.4 “Atividades formativas complementares”","Whitespace and line-break normalization only; original language, order, numbering and punctuation retained; preserved PDF is authoritative."
